,Cover_Type
441293,2
449570,1
401937,7
373137,2
311297,2
169167,2
214029,7
137108,2
102335,2
66974,2
191413,2
468464,1
272282,6
312638,1
54277,1
251070,1
97169,2
169199,1
205818,1
394164,1
478702,2
486066,2
31044,2
468697,2
387969,2
450324,2
103055,2
315874,2
103494,2
101623,2
347984,1
283187,1
481030,1
174744,2
25984,2
294696,1
324980,1
186802,1
487609,2
419060,2
543480,1
529099,1
84641,2
100722,2
217032,7
479814,1
518334,1
573839,3
110273,1
487785,1
194801,1
300604,1
103831,2
65326,2
242145,5
287028,3
114337,2
474298,2
262090,1
147898,1
331245,1
213137,2
348024,1
336178,1
140056,2
524802,1
385304,1
172040,1
280553,2
213060,1
481236,1
564261,2
180582,2
66819,1
383197,2
151529,2
379630,2
192673,2
121064,1
308144,6
138440,2
285096,5
228213,1
449797,2
166971,2
308514,2
134576,2
172249,2
13804,5
460744,7
97006,2
93249,2
379631,2
439391,2
88336,2
184827,2
380694,1
215128,2
3023,3
370708,2
243203,2
310061,2
172965,1
488985,1
419629,2
412999,1
447513,1
201382,2
420424,1
165056,1
124983,1
64985,2
113868,2
291438,2
121730,1
211574,7
497605,1
53224,2
159433,1
571204,2
69371,2
393201,2
329818,1
383407,7
225556,2
36647,1
493405,2
498697,2
26493,2
492860,2
19879,1
407576,2
33615,2
174399,1
401539,5
488185,1
223336,2
88984,1
574806,3
172961,1
529189,2
184003,1
444347,1
14205,5
161500,1
140291,2
242098,3
464177,1
572970,3
130556,2
192532,1
493911,1
78999,2
131425,2
471724,7
56534,2
71119,2
123015,2
106679,2
386487,2
62983,2
157823,2
258316,2
243834,2
446655,7
316532,2
513254,2
446426,1
466324,2
363791,5
101736,1
538521,2
520946,2
154172,2
411821,6
577912,3
374760,2
192794,1
550944,1
128785,2
537482,1
264766,2
353182,1
81770,1
504875,1
531479,1
362624,2
333158,6
26839,1
423722,2
81128,2
427306,2
133780,2
74612,1
177722,1
453872,1
121993,2
151865,2
368802,2
142024,2
151998,1
508206,2
492894,1
340322,1
162596,2
35796,1
232410,2
398658,2
494600,2
160411,1
475612,2
449339,2
208797,1
565974,2
301610,2
502055,1
568533,2
32159,2
452870,1
36826,2
390769,2
322158,1
186088,2
559259,2
398467,1
570207,2
69018,2
83608,2
195192,1
315331,2
248068,2
388379,1
378381,2
142009,2
153861,2
420683,2
122871,2
183830,2
520635,1
447815,1
10558,7
282606,7
347832,2
490323,2
457962,2
459583,7
273574,2
570484,2
527924,1
110324,2
172797,2
347329,1
360462,1
398931,1
373983,2
369368,2
179601,1
57533,1
117047,2
370924,2
177410,2
256088,3
562227,2
123560,2
379156,1
564780,2
400801,2
454000,2
533557,1
369008,1
119461,1
149657,2
421042,1
494406,1
9615,2
523752,1
571077,3
28730,1
442115,2
105554,1
33244,2
149506,1
64002,2
130480,2
271278,3
485642,2
379257,1
220332,1
14396,7
300111,6
275230,2
355944,2
110901,2
303107,2
90089,2
456454,1
510163,1
303071,2
485213,7
277956,6
519836,2
344622,2
296676,1
480044,2
200891,1
241998,3
403058,1
210461,2
535933,1
148760,2
312327,2
287395,2
461379,2
565740,2
78733,2
13371,3
129451,2
119960,2
555324,1
131579,2
398500,7
454557,1
210213,2
99440,1
319062,1
563343,2
53449,2
579949,3
33669,2
166155,2
421314,1
176437,2
179716,1
481324,2
471192,1
175240,1
91013,2
445926,1
500289,1
129520,1
144778,2
371047,6
272705,3
543940,7
420045,1
290343,7
579479,3
176625,1
241253,2
31445,2
215269,7
560540,1
37731,1
214175,2
563671,1
388711,1
36527,2
297538,2
304611,2
267549,2
1390,5
321247,2
289034,1
444886,2
82598,2
169730,1
194029,2
2005,5
302586,2
124001,2
121797,2
166487,2
220226,2
579874,3
452180,1
316655,2
216058,1
133987,1
333391,1
431166,2
217923,2
564558,2
372097,2
298565,6
32207,2
579146,3
70582,2
420740,2
279907,1
501700,1
490537,1
295255,2
244592,3
212778,7
320844,2
205360,2
263680,3
300070,3
376468,2
247780,3
505177,7
335051,1
387447,1
399260,1
185012,1
511084,1
514007,1
260793,1
443344,1
512045,2
472167,2
314335,1
169423,2
20833,2
255009,3
397824,2
430095,1
155164,2
577325,3
456535,1
550313,1
185870,1
306036,2
424753,6
102278,1
242210,2
294317,2
144533,2
109348,2
571098,2
180136,1
421611,1
501969,1
69854,2
372513,1
352065,1
278138,2
86794,2
51128,2
211961,2
54800,1
578778,3
92316,2
126540,2
445829,1
218573,2
321925,2
283266,7
389834,1
25644,2
186337,1
405796,1
42159,2
267348,1
445270,2
35380,1
502602,1
485580,2
121155,1
285721,1
250891,2
432217,1
290123,3
221393,3
288911,1
239063,2
219713,2
333371,1
559374,2
235737,2
41594,2
259082,3
503730,1
515352,1
359811,6
343747,1
6634,5
538822,2
510169,1
470371,7
462411,2
494347,1
560452,2
493079,1
136263,2
319521,1
117990,2
404552,7
346299,2
4768,4
111872,2
219501,2
163437,2
406476,1
36327,2
436663,1
546516,2
110631,1
527985,1
121611,2
223662,2
500456,2
564825,3
567334,2
533111,1
255718,2
32573,2
569412,2
444762,1
95070,1
48241,2
260124,3
247072,2
429555,1
76908,2
146359,1
9951,7
426617,1
149450,1
388649,1
488183,1
390386,2
160714,2
190156,1
238095,2
199006,2
399002,2
304297,6
227412,2
206387,1
222005,2
521708,2
396317,1
311747,2
258352,2
25059,2
240368,2
480818,2
428396,1
64144,1
250036,3
364654,2
304233,6
141616,2
204877,1
498044,2
507746,1
538248,2
97558,2
180348,2
424761,1
39593,2
419088,6
348929,1
255114,1
87263,1
399938,2
426822,2
53579,2
532079,1
480899,2
506404,1
406008,2
200697,2
518198,1
210928,1
518541,2
396183,1
471619,1
516904,2
489173,2
40764,2
269906,1
498340,2
105037,2
556811,2
503130,1
399999,1
248052,2
455678,1
222120,2
533154,1
232706,2
317787,1
358033,1
57231,1
362660,2
485093,2
241728,5
426500,1
437735,1
300556,1
540208,1
191604,1
487048,1
564747,1
472817,1
391145,1
198457,1
359824,3
357510,2
68627,2
290704,3
552476,2
291890,2
135036,2
466462,1
20717,2
313093,3
131725,2
214037,7
183658,1
216304,2
409670,2
416625,1
315355,2
467261,2
294412,3
510172,1
231540,3
221037,1
545868,1
35130,1
65212,1
485817,2
350171,2
508813,1
401994,1
106314,2
106294,2
52940,1
425121,1
449252,1
128136,1
204425,2
13275,4
7334,3
570940,2
328890,2
264799,5
482788,2
424467,1
465906,2
187214,1
185093,1
454023,1
220152,2
233686,5
442240,2
577605,3
104441,2
165669,2
86002,2
316678,2
67272,2
342433,1
555970,2
318437,1
74914,1
580883,3
83959,2
135437,2
61031,2
28668,1
495525,1
247513,2
66862,2
464822,2
145112,2
31798,2
543518,1
223456,3
248101,2
157249,2
515546,7
561605,2
191305,1
296779,6
84606,2
10678,2
395980,2
157700,2
27659,2
122956,2
482300,1
195047,1
328167,1
87564,2
509275,2
46076,2
75468,2
37616,2
191042,5
576081,6
127392,1
540822,2
575095,6
31068,2
10590,1
18642,2
17798,2
123227,2
146541,2
411397,7
48040,2
321135,1
377288,2
490327,2
435244,1
35565,1
70187,2
190540,2
571112,2
126953,1
546511,2
386515,1
178723,1
120789,1
198285,1
204805,1
212566,5
460390,1
326324,1
118309,2
418285,2
532626,2
331842,2
163812,1
33051,1
148268,2
120482,2
63716,2
525111,1
69653,2
210223,1
88800,2
121703,1
525915,1
539289,7
317595,2
329165,1
531423,1
83191,2
124260,2
236877,3
80167,2
89365,2
570337,2
405663,1
514165,1
551603,1
456245,1
379003,2
225936,2
190652,1
540308,7
185687,1
244922,2
282043,7
470110,2
435094,2
514715,1
569290,2
262396,2
479970,1
558518,1
91458,2
132625,2
3374,4
246413,2
158046,1
369716,7
93629,2
434896,2
70038,1
491773,1
383537,2
349043,2
309898,2
248770,3
570536,2
51891,1
373379,7
68969,2
261069,2
537528,1
169491,1
573327,2
182118,1
511424,1
75457,2
160878,1
536468,1
189688,1
159629,2
385767,1
235088,1
63050,2
402203,3
170208,2
217227,1
162862,2
416770,1
293923,2
105592,2
406296,3
409107,1
103105,1
42711,2
112754,2
452787,2
508879,1
169825,1
49521,2
312746,2
409084,2
204727,2
132686,1
80659,2
172729,2
17838,2
466792,2
73990,2
389833,1
284424,1
84621,2
423321,1
184765,1
120597,2
488273,1
497938,7
330305,2
454653,1
451948,1
496602,1
121271,2
308320,1
275066,6
144698,2
357059,7
190609,1
248476,2
94375,2
523490,2
119491,2
207804,1
390621,1
64153,2
355217,7
143885,2
24291,2
52217,1
75480,2
223539,1
37975,2
112862,2
24141,1
370129,2
579493,3
401356,1
547392,2
579099,3
357003,1
221716,2
88705,2
40915,1
128295,1
349776,2
10027,7
233715,2
562474,2
249293,2
517644,1
251019,2
233643,1
364819,2
379205,2
336618,2
180186,1
557670,2
125379,2
372989,1
263572,3
495983,2
375976,2
57759,2
193905,1
84367,2
252732,1
157789,1
94453,2
78573,1
243448,2
373805,2
516763,1
361841,7
454834,2
135958,2
216882,2
502197,2
462159,7
82668,2
98514,2
33370,2
88342,2
405157,1
194395,1
359438,2
3188,5
278164,1
464309,2
90282,2
105162,2
104742,2
41514,2
456542,1
214323,1
447125,1
320432,2
78042,2
245063,6
13568,7
386054,7
404387,1
319987,3
86900,2
372286,1
259670,1
154050,2
107918,2
163444,2
27403,2
379007,2
513250,2
297844,1
48073,2
121156,1
196741,1
171362,2
122131,2
289399,1
468695,2
273135,2
121671,2
413892,3
238762,3
219435,2
305700,6
198891,2
239943,2
45842,2
248324,3
230107,3
277624,2
307211,3
449132,1
329307,1
61303,2
543771,1
425162,2
564024,2
421344,5
284141,4
441750,1
108471,2
241861,2
137482,2
308929,1
524621,1
529932,2
316449,1
123218,2
364634,2
553426,1
77121,2
154175,2
338771,2
560228,1
478929,2
111050,2
541748,7
548841,2
95988,2
491673,7
81582,2
355731,2
524994,1
50397,2
284804,6
429715,1
189420,1
208018,1
47494,1
501742,2
434236,1
90545,2
39883,2
56890,1
495501,1
342438,1
92056,2
436698,1
393633,1
104867,2
554020,1
296808,3
536202,1
60427,2
16639,2
487376,1
376745,7
463683,1
569148,2
478147,2
4494,4
230417,2
188696,2
339904,1
422143,1
98539,2
71909,1
551383,2
348448,2
493969,2
301753,6
454227,2
142569,2
402831,2
304507,2
186894,2
204652,2
133802,2
560363,1
199015,2
215548,7
123203,2
53141,2
113668,2
87811,2
409749,6
157238,2
310301,1
83379,2
493195,1
145346,1
417848,2
395565,2
53868,2
3978,3
193423,1
121477,2
486630,1
361528,2
498713,1
559735,1
94943,2
440040,1
18493,2
300033,2
563104,2
563966,2
136342,1
296665,1
36127,2
87978,1
310675,2
28152,1
450378,1
445349,1
539495,1
298778,1
131941,2
42985,2
376675,2
199051,1
61021,2
309177,2
528843,1
250182,2
276268,1
52935,1
80562,2
88019,2
144376,2
555363,2
348821,6
199713,2
385216,1
299685,6
551116,1
205631,2
198971,1
58182,1
332699,1
97227,2
226376,1
538091,1
74916,2
492137,1
534912,2
506186,2
76830,2
299354,6
60750,2
317058,2
263847,2
525823,2
21103,2
503676,1
417126,2
201777,2
457422,1
87034,1
445577,1
299323,3
39184,2
337516,1
128047,1
439865,1
224627,2
100754,2
107551,1
189105,1
308437,1
171227,2
445264,2
405896,1
430411,1
152737,1
518996,1
428016,1
434911,1
220276,1
540386,2
20789,2
98418,2
115973,2
156709,2
87685,2
533228,1
316149,3
310823,1
49842,2
422950,1
361805,2
81339,2
473296,1
488798,2
468744,1
355551,1
314510,2
164254,2
262554,2
185608,1
489005,1
300884,3
430425,1
337122,1
260158,3
97573,2
288015,3
176808,2
397548,1
389157,1
498269,1
480416,1
286763,2
354677,2
520163,1
347006,2
572513,3
73325,5
146490,2
83370,2
327673,1
218117,1
518135,1
160520,1
173470,2
560066,1
294291,2
440966,1
194936,1
31646,1
417001,2
180310,1
207549,1
504007,2
299739,6
119936,1
174493,2
117632,2
343475,1
84932,2
281956,3
287913,2
391408,2
474321,2
429808,2
82365,1
187299,1
346693,2
106432,2
215595,2
499719,2
508921,2
390093,2
491421,1
15882,5
288871,7
373697,2
32098,2
240160,3
170636,2
212337,1
170766,2
380294,2
212518,7
250787,5
103945,2
395708,1
409114,1
263282,3
120600,2
310891,1
464583,7
310281,1
230121,3
33889,2
269042,2
340175,2
34509,2
165188,1
52929,1
535976,1
520857,1
193223,1
260754,1
58874,2
159311,2
25045,2
36722,2
57500,1
378474,1
168908,1
183509,1
449048,1
134205,2
556921,2
32120,2
386338,2
499023,2
425554,1
134234,2
332334,2
538119,1
80385,2
87350,2
362475,1
327120,2
161801,2
301644,2
167376,2
412301,1
329198,2
489488,2
375687,2
309836,1
376618,2
209132,1
347601,2
407768,1
434795,1
107453,2
307988,1
43142,2
317083,7
212706,1
192129,1
521241,1
289896,1
580901,3
489876,2
468584,1
112123,2
439778,1
68485,1
63701,2
504397,2
457392,2
73338,2
188265,1
388771,1
260623,3
575004,3
273015,2
324316,2
369417,3
449263,2
274699,2
353657,3
83937,2
466521,1
472193,1
580403,6
508572,1
404056,1
381347,1
143930,1
349846,5
427792,2
552415,2
386460,1
421005,1
418271,2
440276,1
237218,2
469165,2
382233,2
311379,1
54216,2
262946,2
161498,1
258882,2
168503,1
127601,2
483139,1
280012,3
194046,2
427282,2
377045,2
394532,1
247514,2
193792,1
555414,2
329561,2
146468,2
250339,2
6225,6
330800,1
214438,1
424281,2
44623,2
158845,2
193098,2
324864,1
27909,2
513165,1
518801,1
260121,3
457732,1
215435,2
225233,2
111272,2
341529,7
461797,1
40786,2
562820,2
162869,1
569363,2
208802,1
258639,2
474644,2
188280,1
229394,2
509675,1
151100,2
447538,1
144971,1
367656,2
44728,1
507836,2
265002,3
90092,2
303877,1
402769,2
240913,2
512380,1
374989,2
311397,1
173702,2
309560,2
45175,1
58638,2
272713,3
247854,2
349393,3
353086,7
361074,1
357175,2
73150,2
555175,2
131385,2
108373,1
485899,2
336272,1
112445,2
51678,2
490897,1
201402,1
36192,1
258335,1
288995,1
162840,2
80136,2
27670,2
209735,1
499605,7
480665,7
192081,2
54356,2
162583,2
537730,1
366548,2
354153,5
533577,1
527606,1
169079,2
209908,2
58748,1
196478,2
530483,2
106819,2
288006,2
80469,2
209864,2
205147,1
148453,2
206053,2
199518,1
391307,1
58715,1
226792,1
576076,6
521432,1
261684,4
250421,2
300218,1
139403,2
126407,2
186162,1
462613,7
107723,2
143296,2
358198,2
354791,2
233747,2
434271,2
519908,7
310836,1
429821,2
362139,3
116902,2
536099,2
479660,2
411083,2
67153,1
321480,1
565459,2
552340,2
18101,1
2456,6
387588,2
374445,2
138350,2
222511,2
478444,2
179957,1
459175,1
501303,7
61455,2
400107,2
256619,2
178498,2
458302,1
295997,6
19235,2
392123,2
294540,6
462848,1
45641,2
450909,1
390525,1
261249,3
313901,2
572094,2
306359,1
73750,2
330207,2
23776,2
514311,1
264938,2
384644,2
297867,1
532989,2
191497,1
418051,1
554378,1
81737,2
457113,1
85060,1
437271,1
208145,1
487029,1
239128,2
403033,2
232977,6
202338,1
75003,2
44295,2
364418,3
453085,7
306140,2
392914,2
477814,2
525712,2
371655,3
577413,3
354319,7
164753,2
322669,2
517585,1
168857,2
304657,2
67829,2
298535,3
353049,3
437451,2
314065,2
271869,1
193998,1
92429,2
402869,2
332686,1
333105,2
72975,2
436784,2
570529,2
272178,3
92938,2
469298,1
1868,6
406701,2
276561,3
219693,2
247696,3
391857,1
569355,2
407604,2
132985,2
156978,1
290514,1
565833,2
529181,2
163779,2
24099,2
48694,1
580460,3
12827,4
308410,1
208697,1
105000,2
509789,2
307270,1
213355,1
505995,2
233898,2
59180,2
148309,1
140191,2
16493,5
572206,3
500578,1
177500,2
389508,2
397354,2
442070,1
330109,2
191891,1
540599,2
436035,2
515424,2
358882,7
346441,2
506951,1
362595,2
392531,1
472045,2
9725,1
266649,2
75203,1
289098,2
416599,6
269823,1
535310,7
26850,2
59219,1
556608,2
79838,2
294196,1
302407,1
311444,1
106623,2
286948,3
396527,2
268077,2
383418,7
483690,2
400629,2
228236,7
453381,1
200452,1
15676,2
473074,2
289975,1
178142,1
54241,2
425326,2
370889,2
237561,2
524667,1
81348,2
258870,2
396854,1
397552,2
231610,7
425700,2
75980,2
146333,2
183822,2
402529,7
262281,3
320152,1
123440,2
404571,1
302108,2
309284,1
537704,2
105645,2
32511,2
316649,2
228811,2
373640,1
535202,1
366144,2
160414,2
268549,2
292702,6
400085,2
364836,2
279724,1
500432,1
384927,2
310507,2
18523,1
387353,7
319152,1
196333,1
3653,4
226585,2
543572,1
143013,2
336018,2
189906,1
94033,2
318939,2
17287,5
122545,2
521096,1
279063,3
161910,2
272764,3
576343,6
189170,1
305072,2
542386,1
108662,2
317669,2
524225,1
234395,2
99791,2
487115,1
534557,1
393498,1
144817,2
338516,1
345844,2
366776,1
98512,2
400987,2
114492,2
419847,1
17935,2
288764,6
221518,2
398258,1
142761,2
284529,2
385950,1
538331,1
77405,2
433698,1
361308,1
33878,1
52591,1
132166,1
181500,2
489884,2
10968,6
536489,1
184919,1
502258,1
138141,2
267931,2
237135,1
116580,2
282138,7
495199,2
51108,2
520364,1
268829,1
199926,2
483902,2
344143,1
447217,2
467280,2
446362,1
7115,6
356592,2
342698,2
74590,1
22976,2
562135,2
145613,1
349670,1
314511,2
134026,2
316769,2
111524,2
295674,1
463700,1
109753,2
345781,1
234011,3
326769,2
379721,2
516931,2
29951,2
117875,1
149292,2
401479,2
280323,1
562002,1
280914,1
558571,2
259541,3
78129,2
289901,1
316941,2
548704,2
328096,2
500153,1
467861,1
146704,1
498805,1
79320,2
578701,3
119919,1
66228,2
251999,1
11391,2
159473,2
105555,1
461258,1
296032,3
124931,2
392642,2
155221,2
288217,3
521446,1
269078,2
328609,7
296466,3
49838,2
167637,1
271934,1
500347,1
324055,3
546050,2
482048,1
300606,1
322912,2
455587,1
300924,6
102391,2
199012,2
160138,2
409280,1
25425,2
462102,7
208385,1
459708,1
171124,2
52991,2
493454,1
48371,2
380023,1
42184,2
411740,2
346493,3
526231,1
51960,2
542232,7
56653,2
517567,2
420339,2
375847,1
436247,1
151342,2
355219,7
4766,4
328403,1
190498,2
222926,2
502288,2
216223,2
150350,1
341038,1
276024,3
54367,2
181052,1
113876,1
507959,7
33574,1
261838,1
334448,1
176367,2
498145,2
43378,2
113530,2
278863,3
291084,2
85392,1
285229,3
440521,1
522767,1
386396,3
56114,2
195286,2
469851,2
81337,2
468056,7
499072,7
79471,2
178206,1
191204,1
323135,2
387378,1
139463,2
488291,1
60088,2
425222,2
265373,3
554357,1
541668,1
9909,1
528860,1
335530,1
491708,1
557075,2
213839,1
126348,2
79741,2
182129,1
329959,2
496018,1
433299,1
252658,1
422072,1
12296,3
142468,2
418852,2
486789,1
219275,1
490445,2
310856,1
503803,2
104383,2
80466,2
450187,1
463016,1
234547,7
151304,2
414671,1
102815,1
25190,2
477706,1
361742,2
64219,2
559029,1
100491,2
78959,1
480241,1
41586,2
422284,2
451334,2
563075,2
282194,2
445755,1
411600,1
194743,2
183769,1
423597,2
147428,2
457348,2
560172,2
316793,2
206989,1
262303,7
521413,2
134402,2
323235,2
108164,2
48599,2
509784,2
75201,1
402286,1
519417,1
515295,1
82086,2
306320,1
455136,7
522920,7
46813,2
569304,2
127440,2
363805,2
440081,1
530801,7
242186,2
413491,1
564113,1
527967,1
277636,2
4529,4
255904,2
477187,2
466114,7
518003,1
59225,1
180844,2
235563,1
127200,2
569949,2
484513,2
467640,1
298412,2
323587,1
411343,1
496433,1
423411,2
144194,1
87322,1
380851,7
469914,7
489580,1
220861,2
98583,2
72529,1
71424,2
339562,1
396692,2
178360,1
361932,2
224487,1
562860,1
12368,4
463122,7
195445,1
139026,2
106190,2
267270,6
487520,1
467005,1
490732,2
24886,2
303996,2
19917,2
220769,2
390724,2
509002,1
271166,3
325634,1
397997,2
339256,2
201950,1
332797,2
297395,3
178845,2
413121,5
360063,7
459203,1
550786,2
157705,2
208017,1
283617,3
62461,2
160332,1
413338,2
388366,3
75489,1
216398,7
285890,3
2884,3
82818,2
58965,2
78494,2
242511,3
54074,2
115396,1
272741,3
519761,1
509908,1
80460,2
433829,1
518020,1
100571,1
24412,2
185063,1
89971,2
467297,1
344627,3
178172,2
67559,2
71757,2
538166,1
18895,2
500791,1
357423,1
208140,2
5607,4
344214,1
92249,1
194700,1
318154,1
533211,1
543378,1
196843,2
209954,2
314259,2
431097,1
40231,2
569551,2
90107,2
505273,1
351312,1
321218,2
261284,1
164343,2
191701,1
536957,1
387950,2
563604,2
350389,2
336060,3
211415,2
14546,7
141810,1
269696,3
547097,2
520517,1
558706,1
329376,1
83913,1
226099,2
576286,6
160327,1
137740,2
245796,2
471181,2
138292,2
214501,2
123641,2
303990,2
458153,1
510661,1
525146,1
122943,2
268233,3
326249,1
496794,2
135046,1
45437,2
185232,2
509887,1
210146,2
137292,2
195865,2
145626,1
71416,2
551744,2
71623,1
561805,2
307023,2
80941,2
362852,1
327179,2
107343,2
562686,1
260304,2
335397,2
389564,2
559685,2
146929,2
381215,2
241675,2
480917,1
118034,2
57932,2
402372,2
110219,2
100663,2
573073,2
262215,3
151597,2
61361,1
483366,2
285046,2
409837,2
255015,3
255225,2
7565,3
228765,1
213374,1
314839,2
21574,2
101933,2
186890,2
573264,3
382653,1
424468,1
276683,3
415203,5
154044,1
294089,6
367283,3
445717,2
270777,3
391327,1
201816,1
142588,2
118680,2
388958,2
361217,1
468730,2
302902,1
366169,6
488893,1
266577,2
297220,3
5885,4
166236,2
211622,2
324829,3
72037,2
416444,1
449890,1
67500,2
333530,2
417434,1
429511,1
48743,2
401879,1
341198,1
393432,2
372081,2
554192,1
72136,2
384341,2
549868,2
525807,1
171478,2
148604,1
331157,1
578935,3
207973,1
349888,2
392558,7
13280,6
54134,1
135070,1
1600,5
289216,3
448021,7
526171,1
27195,2
548644,1
534233,1
430139,1
54732,2
578862,3
276789,6
45949,1
103374,2
489823,2
34515,2
513335,1
552215,2
351860,7
500351,1
169325,2
358393,2
222824,2
574252,3
277388,7
74161,2
506722,2
379480,1
264214,7
269349,1
433336,1
280022,3
438120,2
80471,2
439722,1
163676,2
488986,1
411941,1
346383,1
200463,2
48014,2
472865,1
213430,2
431893,1
153880,2
74587,1
483495,2
563629,1
400865,3
376626,2
452710,2
342534,1
55824,2
7039,1
400968,1
160776,1
58225,2
516617,1
539294,2
155901,2
435710,2
459248,7
145467,2
276084,3
121479,2
154490,2
201931,2
335065,1
160251,1
396735,3
519874,2
519861,1
499491,2
223622,2
573951,3
541018,7
519744,1
155193,2
535012,2
61152,2
119043,2
398100,5
89028,2
529542,1
195412,1
137532,1
79330,2
71394,2
195328,1
274455,3
379852,1
311380,1
443018,2
402158,2
64744,2
405128,1
334755,1
570892,3
295084,3
246492,2
326408,2
430952,1
460094,1
252592,7
548205,2
112289,2
221374,3
435751,1
262901,2
174717,2
480407,2
49371,2
467766,2
487315,7
202611,1
468365,2
391974,2
277436,1
455151,7
455817,2
444016,2
237889,6
541696,1
108305,2
144350,2
93200,2
377123,2
403179,7
278502,6
212664,1
139083,2
379718,2
325273,1
15531,2
344727,1
182553,1
559002,2
43831,2
513862,1
65530,1
106464,2
565270,2
289627,2
179820,1
511489,1
328458,1
370064,7
173992,2
328138,2
320191,2
162101,1
388599,1
565893,2
382994,2
335796,1
401193,7
577933,6
286918,3
126941,2
551858,2
422865,1
300333,2
538031,1
319420,1
202033,1
319685,7
204252,1
529632,2
574319,3
119125,2
115741,2
182102,1
291720,6
121289,2
339666,1
221758,3
188015,1
525990,1
138159,2
546626,1
286612,7
302556,2
563499,1
501387,1
186379,1
94579,2
157476,1
151332,2
402597,7
385293,1
420499,7
389629,6
148289,1
269097,4
528952,1
217084,5
380198,1
13992,7
335589,1
409070,2
541559,1
353878,2
277603,2
376887,2
576386,3
124319,1
214843,1
506819,1
377058,2
291789,7
421142,2
393649,1
363945,1
52208,2
156062,1
7868,1
154688,2
525369,2
543804,7
511367,1
46589,2
527940,1
332419,2
444008,1
315723,2
77565,1
57868,2
448050,1
560738,1
274109,2
415812,2
534550,1
210957,1
536122,1
71864,2
513145,1
382673,2
383905,2
459904,2
313908,2
74527,1
31552,1
566977,2
323863,1
9370,7
437087,1
67466,1
6694,1
422117,1
436308,1
187867,2
15004,6
547718,2
182969,1
2638,5
418382,2
478749,7
317066,1
156126,2
398083,2
409116,1
51906,1
127114,2
510110,7
118118,2
91253,2
506368,1
463017,1
110699,2
93926,2
499960,1
21713,1
104685,2
496752,2
568383,6
129532,2
55,1
223003,3
415031,1
203087,1
209326,2
339688,1
306277,1
288551,2
153277,1
214765,2
244233,2
556408,2
533148,1
252423,3
475780,2
559732,1
116600,1
261993,2
72670,2
61845,2
281988,6
194176,1
65077,2
159007,1
19302,2
548242,2
125935,1
450848,2
198073,1
184270,1
295966,6
501300,7
438983,1
302121,2
279597,3
112723,1
57349,2
424662,2
551211,1
312000,1
514691,5
401523,2
260328,1
323229,2
107586,2
72461,5
14536,2
202160,2
287407,2
469010,7
420845,1
350952,1
114807,2
227968,2
38254,1
104512,2
263482,2
446432,1
516582,2
59347,1
335284,3
335605,2
371945,1
448338,2
225570,2
499599,7
340719,2
494442,1
51440,2
131227,2
512102,1
171068,2
184232,1
425905,2
406851,1
70257,2
21181,2
66148,1
383,2
368484,5
60489,1
416014,1
212406,1
543067,1
86820,2
436262,1
327814,2
82773,2
151038,2
499463,2
575473,6
514371,1
371046,6
272692,6
285871,3
488998,1
279113,6
45891,1
353586,2
88047,2
580537,3
238160,2
547859,2
518808,1
513653,1
428829,2
453397,1
25049,2
397408,2
556651,2
442435,1
431102,1
314001,2
403030,2
492101,7
39293,1
496790,2
2180,4
402432,1
112531,2
172098,2
547155,1
272433,1
453417,7
510881,1
401372,1
514852,1
38544,1
251942,3
490084,1
462198,1
203514,1
341302,1
219101,2
82066,1
564964,1
182152,1
279247,1
99162,2
305354,1
914,5
293945,3
104339,2
159884,2
299820,1
281295,3
252383,6
274726,2
142198,2
175311,2
484770,1
503682,1
284018,3
389275,2
233704,2
469886,1
463180,1
246335,2
500650,2
304671,2
79438,2
398189,1
370865,2
268374,2
464068,1
378181,1
468633,1
469729,2
431435,1
399801,1
561357,1
451103,7
569598,3
414929,1
414152,1
213677,1
389216,1
316187,1
395943,2
357667,7
358484,2
321080,2
247755,6
84509,1
303824,1
382194,2
52207,2
193840,2
97151,2
343533,1
52603,1
171282,1
118041,2
253425,2
447425,2
492091,7
550112,2
76225,2
367321,1
133821,2
227130,2
86649,2
427149,1
404563,1
509359,1
72562,1
310131,2
398607,1
234575,1
327695,1
222241,1
374935,2
457134,1
500466,2
382725,7
53440,2
225207,6
489970,1
292057,3
122102,2
58651,2
348782,3
292656,3
278027,1
233162,2
460658,1
123003,1
513082,7
211300,1
354307,6
270986,1
243044,6
192260,1
266724,3
60125,2
265105,7
116456,2
373482,2
263913,5
166064,2
331499,1
61429,1
278459,3
530573,2
354920,6
195151,1
245949,2
31187,2
308823,1
277705,3
59688,2
291192,6
449527,2
41276,1
250919,2
108737,2
460186,1
225209,6
368832,2
134716,1
333662,1
447773,1
363469,2
117469,2
324419,1
279944,2
476944,1
307630,2
497825,2
445943,1
394982,1
311481,1
452070,1
289017,2
328260,3
53869,2
350542,2
266564,2
192834,1
578962,6
304083,2
300452,6
18473,2
556837,2
91859,2
190423,1
473337,7
139995,2
379690,2
378215,2
73316,2
563375,1
257804,3
557556,2
412731,1
547510,1
227915,2
177529,2
326608,1
469943,7
430567,1
287979,2
201640,5
409627,2
441770,1
416303,1
271653,3
161774,2
419294,1
279908,1
296409,4
261800,7
365453,2
131873,2
257074,2
57453,2
319984,3
205273,1
518277,1
51710,2
374701,2
112483,2
535060,1
393691,1
51391,2
269472,2
541299,7
387940,1
471398,2
510820,2
261913,2
5904,7
335683,1
